"depot","route_no","line_id"
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T404,T404001
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
5,T405,T405002
7,PJ03,P003002
7,PJ03,P003002
7,PJ03,P003002
7,PJ03,P003002
7,PJ03,P003002
